id,name,number,degree,hobbies,city,personality_traits,sex,age,origin_country,average_grade,language,learning_pace,career_focus
7721,Jessica Smith,+48278914083,Bachelor of Science,"['gaming', 'art', 'music', 'sports', 'reading']",Katowice,"['intelligent', 'aggressive', 'accepting']",male,27,UK,4.6,English,Fast,High
7722,Christopher Barton,+48007152400,PhD,"['gaming', 'traveling', 'sports', 'dancing', 'reading']",Poznan,"['friendly', 'exuberant', 'sarcastic', 'malicious', 'empathic']",female,24,Ukraine,1.15,English + Ukraine,Fast,Low
7723,Jennifer Stone,+48621674658,Master of Arts,"['gaming', 'art', 'sports']",Warsaw,"['humble', 'helpful', 'kind', 'charismatic']",female,24,Poland,1.54,English + Poland,Low,Medium
7724,Robert Schaefer,+48390017674,Master of Science,"['music', 'art', 'sports']",Warsaw,"['unfriendly', 'persistent', 'bossy', 'uncertain', 'picky', 'arrogant']",female,25,Poland,2.58,English + Poland,Low,Low
7725,Claudia Thomas,+48772425027,Master of Science,"['traveling', 'gaming', 'cooking']",Wroclaw,"['impatient', 'sneaky', 'indecisive', 'responsible', 'slovenly', 'empathic', 'sociable']",female,27,Poland,3.21,English + Poland,Low,Low
7726,Krystal Hill,+48552378431,Bachelor of Arts,"['music', 'art', 'sports']",Poznan,"['forgetful', 'optimistic']",female,28,USA,3.51,English,Medium,Low
7727,Taylor Lynch,+48405893172,PhD,"['sports', 'dancing', 'traveling']",Wroclaw,['creative'],male,29,Ukraine,1.76,English + Ukraine,Fast,Medium
7728,Susan Santana,+48712076802,Bachelor of Arts,"['reading', 'music', 'traveling']",Warsaw,"['sneaky', 'callous', 'optimistic', 'precise', 'sarcastic', 'responsible', 'broad-minded']",male,22,Poland,4.68,English + Poland,Medium,Low
7729,Marilyn Finley,+48440925871,Master of Science,"['sports', 'art', 'dancing', 'cooking', 'reading']",Krakow,['surly'],female,30,Ukraine,4.51,English + Ukraine,Medium,Low
7730,Shannon White,+48969054798,Bachelor of Arts,"['traveling', 'hiking', 'sports', 'gaming']",Warsaw,"['malicious', 'exuberant', 'friendly', 'dishonest', 'manipulative', 'disloyal', 'pessimistic']",female,29,France,1.01,English,Low,Medium
7731,Thomas Mcmahon,+48106467466,Master of Arts,"['dancing', 'reading', 'sports', 'cooking', 'music']",Gdansk,"['humble', 'rigid', 'mindful', 'sarcastic']",male,24,Poland,1.13,English + Poland,Medium,Low
7732,Andre Lane,+48271907863,Master of Arts,"['hiking', 'art']",Gdansk,"['charismatic', 'precise']",male,27,Poland,1.31,English + Poland,Medium,Low
7733,Ian Smith,+48184219822,Master of Arts,['reading'],Szczecin,"['sociable', 'uncertain', 'reliable']",female,22,Poland,1.52,English + Poland,Low,High
7734,Elijah Hester,+48542728082,Master of Science,"['gaming', 'traveling', 'sports', 'reading']",Poznan,"['indecisive', 'broad-minded']",male,22,Ukraine,2.79,English + Ukraine,Fast,High
7735,Scott Garcia,+48297278210,Bachelor of Arts,"['art', 'traveling']",Krakow,"['exuberant', 'greedy', 'competent']",male,23,Poland,4.04,English + Poland,Low,Medium
7736,Mr. Alex Chavez,+48752978339,Bachelor of Arts,"['sports', 'cooking', 'traveling', 'music']",Krakow,"['disrespectful', 'bossy', 'trustworthy']",female,30,Poland,2.61,English + Poland,Fast,Low
7737,Rickey Miller,+48663807626,Master of Science,"['sports', 'hiking', 'music', 'art']",Warsaw,"['picky', 'vulgar']",female,25,Poland,2.9,English + Poland,Low,High
7738,Melanie Thompson,+48026554236,Bachelor of Arts,"['sports', 'dancing', 'hiking', 'cooking']",Wroclaw,"['persistent', 'creative', 'selfish']",female,29,Poland,3.84,English + Poland,Medium,High
7739,Jonathan Hunter,+48075154625,Bachelor of Science,"['art', 'hiking', 'dancing']",Krakow,['empathic'],male,28,USA,4.71,English,Low,High
7740,Abigail White,+48752791294,Master of Arts,"['dancing', 'music', 'traveling', 'gaming', 'cooking']",Gdansk,"['discreet', 'trustworthy', 'loyal', 'disloyal']",female,30,Germany,3.77,English,Fast,High
7741,Susan Mccullough,+48465109946,Master of Science,"['traveling', 'sports', 'dancing']",Warsaw,"['patient', 'uncertain', 'malicious']",male,22,Poland,4.75,English + Poland,Fast,High
7742,Jessica Chung MD,+48676994840,Master of Arts,"['hiking', 'art', 'traveling', 'cooking']",Poznan,['argumentative'],female,30,Poland,2.58,English + Poland,Low,Medium
7743,Sabrina Johnson,+48385806003,Bachelor of Arts,"['art', 'reading', 'music', 'sports']",Szczecin,"['broad-minded', 'discreet']",male,24,Poland,1.92,English + Poland,Low,Low
7744,Linda Mccormick,+48648574526,Bachelor of Arts,"['art', 'sports', 'gaming', 'cooking']",Krakow,['understanding'],female,28,Ukraine,1.03,English + Ukraine,Fast,Medium
7745,Amber Patrick,+48390972213,Bachelor of Science,"['traveling', 'dancing', 'gaming']",Gdansk,"['humble', 'disrespectful', 'trustworthy', 'callous']",male,24,Poland,4.64,English + Poland,Medium,Medium
7746,Tammy Aguilar,+48073406963,Bachelor of Science,['sports'],Szczecin,"['trustworthy', 'reliable', 'boorish', 'precise']",male,23,Spain,3.6,English,Medium,High
7747,Clarence Donaldson,+48824548210,Bachelor of Science,['sports'],Wroclaw,"['trustworthy', 'broad-minded', 'conceited', 'vulgar', 'optimistic', 'exuberant']",male,29,Poland,2.0,English + Poland,Low,Medium
7748,Kelly Campbell,+48069204360,Bachelor of Science,['hiking'],Krakow,"['cowardly', 'confident', 'boorish']",female,26,Poland,1.86,English + Poland,Fast,Medium
7749,Ronald Oneill,+48058665162,Bachelor of Arts,['sports'],Wroclaw,"['adaptable', 'sympathetic', 'arrogant', 'surly', 'humble', 'reliable', 'persistent']",female,24,Ukraine,2.56,English + Ukraine,Fast,Low
7750,Jonathan Flowers,+48337037800,Master of Science,"['reading', 'music', 'art', 'sports']",Gdansk,['argumentative'],female,25,Ukraine,2.53,English + Ukraine,Low,High
7751,Sarah Rogers,+48878440729,Bachelor of Arts,"['music', 'reading', 'cooking']",Wroclaw,"['friendly', 'unpredictable', 'stingy', 'responsible', 'impatient', 'affable', 'creative']",female,30,Poland,1.76,English + Poland,Fast,High
7752,Renee Perry,+48904204635,Bachelor of Science,['reading'],Wroclaw,"['apathetic', 'bossy', 'finicky', 'understanding', 'impatient', 'charismatic']",female,29,Germany,3.23,English,Fast,High
7753,Nicole Ortega,+48360914461,Bachelor of Arts,['art'],Lublin,"['enthusiastic', 'indecisive', 'gregarious', 'malicious', 'disrespectful']",male,27,USA,2.85,English,Low,High
7754,Joshua Morrow,+48523017657,PhD,"['music', 'reading']",Lublin,['compassionate'],female,22,Ukraine,2.48,English + Ukraine,Medium,Medium
7755,Tina Johnson,+48664919228,Master of Arts,"['sports', 'hiking', 'gaming']",Lublin,['pessimistic'],female,22,Italy,4.3,English,Low,High
7756,Jean Brown,+48049408804,Master of Science,"['sports', 'gaming', 'art', 'hiking', 'traveling']",Wroclaw,"['reliable', 'sneaky', 'picky', 'greedy', 'reckless', 'slovenly']",female,29,Poland,5.0,English + Poland,Fast,Low
7757,John Bautista,+48039941020,Bachelor of Science,"['reading', 'dancing']",Szczecin,"['aggressive', 'understanding', 'dishonest']",female,28,UK,4.64,English,Fast,Medium
7758,Lisa Walton,+48137059481,Master of Arts,"['hiking', 'dancing', 'gaming']",Szczecin,"['charismatic', 'thoughtless', 'humble', 'selfish', 'self-centered', 'intelligent', 'honest']",male,22,Ukraine,4.54,English + Ukraine,Medium,Medium
7759,Austin Barber,+48134243044,Master of Arts,"['gaming', 'hiking', 'music']",Poznan,"['indecisive', 'jealous', 'self-centered', 'intelligent', 'humble']",female,26,Poland,1.51,English + Poland,Fast,High
7760,Brandon Stanley,+48731854397,Bachelor of Arts,['gaming'],Gdansk,"['kind', 'optimistic', 'loyal']",female,29,Poland,3.91,English + Poland,Low,High
7761,Reginald Evans,+48541814603,Bachelor of Science,['gaming'],Lublin,['friendly'],male,26,Poland,4.42,English + Poland,Medium,High
7762,Christina Berry,+48635512684,Bachelor of Arts,"['traveling', 'dancing']",Krakow,['unfriendly'],female,25,USA,4.05,English,Low,Low
7763,Gabriel Hughes,+48117488205,Bachelor of Arts,"['sports', 'art', 'reading', 'gaming']",Poznan,['dishonest'],female,25,Poland,1.79,English + Poland,Low,High
7764,Kevin Wu,+48758759357,Master of Arts,['reading'],Krakow,['stingy'],male,23,Spain,3.24,English,Fast,Medium
7765,Paul Nguyen,+48645693035,PhD,"['sports', 'gaming', 'hiking', 'music', 'cooking']",Wroclaw,"['responsible', 'affable', 'picky', 'conceited', 'fair', 'malicious', 'helpful']",male,30,Ukraine,1.83,English + Ukraine,Medium,Medium
7766,William Harris,+48215714789,PhD,"['art', 'hiking', 'sports', 'music']",Poznan,"['conceited', 'understanding', 'apathetic', 'dishonest']",female,29,Poland,3.6,English + Poland,Low,High
7767,Lauren Hamilton,+48707272899,PhD,"['music', 'traveling']",Krakow,"['obnoxious', 'independent', 'jealous']",male,23,Ukraine,1.33,English + Ukraine,Low,High
7768,April Flowers,+48365830980,Master of Science,"['cooking', 'music', 'gaming', 'art']",Lublin,"['patient', 'accepting']",male,28,Ukraine,2.4,English + Ukraine,Low,Low
7769,Kristine Harper,+48511941464,Bachelor of Arts,['traveling'],Gdansk,"['sneaky', 'kind', 'helpful', 'trustworthy', 'sarcastic']",male,25,Poland,4.07,English + Poland,Low,Low
7770,Laura Powers,+48835054863,Bachelor of Science,"['traveling', 'sports']",Katowice,"['enthusiastic', 'precise', 'argumentative']",female,27,Poland,2.48,English + Poland,Medium,Medium
7771,Sarah Munoz,+48045886793,Master of Science,"['dancing', 'cooking', 'sports', 'art']",Poznan,"['selfish', 'adaptable', 'enthusiastic']",male,28,Ukraine,1.7,English + Ukraine,Fast,High
7772,Dr. Kevin Maxwell,+48437098429,Bachelor of Arts,"['art', 'dancing']",Lublin,['discreet'],male,27,Poland,4.71,English + Poland,Low,Low
7773,Christine Tucker,+48193587635,PhD,"['hiking', 'cooking', 'traveling']",Wroclaw,"['patient', 'insightful', 'indecisive']",female,26,Poland,1.66,English + Poland,Medium,Low
7774,Andrew Smith,+48275852230,Bachelor of Science,['dancing'],Szczecin,"['independent', 'accepting', 'honest', 'manipulative', 'dishonest']",male,29,Poland,2.05,English + Poland,Low,High
7775,Mark Clark,+48147509429,Bachelor of Arts,"['dancing', 'music']",Poznan,"['picky', 'affable', 'reliable', 'friendly', 'indecisive', 'bossy']",female,26,Ukraine,1.88,English + Ukraine,Medium,Low
7776,Lisa Page,+48026542130,Master of Science,"['gaming', 'dancing', 'art', 'music']",Wroclaw,['impatient'],female,24,USA,1.49,English,Low,Low
7777,Michael Johnson,+48117459638,PhD,"['gaming', 'reading', 'cooking', 'art', 'music']",Lublin,"['independent', 'indecisive', 'aggressive', 'trustworthy']",female,30,Poland,1.2,English + Poland,Low,Low
7778,Chad Fields,+48910740109,PhD,"['art', 'gaming', 'dancing']",Krakow,"['thoughtless', 'fair', 'argumentative', 'disrespectful', 'compassionate', 'tolerant']",female,25,UK,4.03,English,Medium,Low
7779,Tina Phillips,+48254848388,Bachelor of Science,"['traveling', 'sports', 'reading']",Poznan,"['driven', 'patient', 'vulgar']",female,23,Ukraine,4.06,English + Ukraine,Medium,High
7780,Christine Baker,+48448183574,Master of Science,"['dancing', 'gaming', 'traveling', 'music']",Poznan,"['disrespectful', 'charismatic', 'finicky', 'dishonest', 'gregarious', 'stingy']",male,22,Poland,3.26,English + Poland,Medium,High
7781,Lynn Williamson,+48438066502,Bachelor of Arts,['sports'],Wroclaw,['lazy'],male,28,Poland,3.48,English + Poland,Low,Low
7782,Melissa Martinez,+48094411171,Bachelor of Arts,"['traveling', 'hiking', 'art', 'cooking']",Szczecin,"['arrogant', 'empathic', 'impulsive', 'self-centered', 'manipulative']",male,23,Spain,4.61,English,Low,High
7783,April Martinez,+48161296429,Bachelor of Science,"['sports', 'dancing', 'hiking']",Katowice,"['selfish', 'forgetful', 'rude', 'uncertain', 'confident', 'reliable', 'sneaky']",female,30,Poland,4.23,English + Poland,Medium,Low
7784,Antonio Smith,+48035501361,Bachelor of Science,"['cooking', 'traveling']",Krakow,"['adaptable', 'confident']",male,22,Ukraine,2.68,English + Ukraine,Low,Medium
7785,Amanda Dixon,+48097438996,Master of Science,"['dancing', 'hiking']",Poznan,['arrogant'],male,28,Germany,1.8,English,Low,Medium
7786,Eric Black,+48912256165,PhD,"['reading', 'cooking', 'traveling', 'dancing', 'sports']",Warsaw,['reckless'],male,24,Poland,4.03,English + Poland,Low,Medium
7787,James Smith,+48182263629,Bachelor of Science,"['reading', 'dancing']",Wroclaw,['impatient'],male,28,Poland,2.81,English + Poland,Low,Low
7788,Larry Watts,+48664426411,Bachelor of Science,"['gaming', 'sports', 'reading']",Warsaw,"['uncertain', 'jealous', 'sociable', 'unpredictable', 'responsible', 'patient', 'self-centered']",male,28,Germany,1.41,English,Medium,High
7789,Eileen Rose,+48494884305,Master of Arts,"['music', 'art', 'cooking', 'dancing']",Gdansk,"['courageous', 'obnoxious', 'independent', 'dishonest', 'responsible', 'honest', 'self-centered']",female,30,Poland,4.0,English + Poland,Medium,Low
7790,Victoria Brown,+48771171988,Bachelor of Arts,"['reading', 'art', 'hiking', 'music', 'traveling']",Szczecin,['sneaky'],female,24,Poland,3.05,English + Poland,Fast,Low
7791,Crystal Palmer,+48584171167,Bachelor of Science,"['cooking', 'art']",Lublin,"['obnoxious', 'friendly']",male,22,Poland,3.8,English + Poland,Medium,High
7792,Phyllis Serrano,+48363629464,Bachelor of Arts,['hiking'],Poznan,"['rude', 'greedy', 'apathetic']",male,28,Poland,3.74,English + Poland,Low,High
7793,Heather Gonzalez,+48187490750,Bachelor of Arts,"['cooking', 'gaming', 'reading', 'art']",Wroclaw,"['unfriendly', 'enthusiastic', 'greedy']",female,23,Ukraine,4.91,English + Ukraine,Low,Medium
7794,Michael Chavez,+48018115446,Master of Arts,['sports'],Poznan,"['greedy', 'selfish']",female,30,Ukraine,2.55,English + Ukraine,Low,High
7795,Kristy Edwards,+48086815308,PhD,"['sports', 'hiking', 'art', 'traveling', 'cooking']",Warsaw,"['confident', 'surly', 'unfriendly']",male,26,Ukraine,3.88,English + Ukraine,Medium,Medium
7796,Stephanie Moon,+48999239693,Bachelor of Science,"['art', 'hiking', 'cooking', 'gaming']",Warsaw,"['rude', 'finicky', 'compassionate', 'charismatic', 'jealous', 'enthusiastic']",male,24,Poland,1.34,English + Poland,Medium,High
7797,Kathleen Flores,+48568970624,Master of Science,"['traveling', 'sports', 'art', 'cooking', 'dancing']",Warsaw,"['creative', 'thoughtless', 'trustworthy']",male,29,Ukraine,4.32,English + Ukraine,Low,Low
7798,Kevin Thornton,+48380880890,PhD,['sports'],Warsaw,"['apathetic', 'sneaky', 'cowardly', 'determined', 'compassionate', 'jealous']",female,28,Ukraine,2.14,English + Ukraine,Low,High
7799,Carrie Carpenter,+48944300379,Master of Arts,"['sports', 'cooking']",Katowice,"['surly', 'disrespectful', 'reckless', 'independent', 'courageous', 'responsible', 'jealous']",male,28,Poland,2.56,English + Poland,Medium,Low
7800,Daniel Wilson,+48274829719,Bachelor of Arts,"['cooking', 'art', 'music', 'sports', 'reading']",Szczecin,"['loyal', 'sociable', 'friendly', 'charismatic', 'callous']",male,22,Poland,4.36,English + Poland,Fast,Low
7801,Latoya Figueroa,+48039699631,Bachelor of Arts,['gaming'],Wroclaw,"['aggressive', 'sneaky', 'sympathetic', 'slovenly', 'discreet', 'indecisive']",male,27,Germany,2.32,English,Fast,High
7802,Ryan Gibson,+48873086166,Master of Science,"['hiking', 'art']",Szczecin,"['callous', 'loyal', 'sympathetic', 'persistent', 'congenial', 'manipulative', 'honest']",female,27,Poland,1.2,English + Poland,Low,Medium
7803,Michael Baker,+48009079699,Bachelor of Arts,"['gaming', 'music', 'cooking']",Gdansk,"['aggressive', 'understanding', 'forgetful', 'greedy']",male,29,Ukraine,4.4,English + Ukraine,Medium,Medium
7804,Kristin Davis,+48479144983,Bachelor of Science,"['cooking', 'hiking', 'traveling', 'dancing']",Poznan,"['trustworthy', 'loyal', 'slovenly', 'broad-minded', 'unfriendly', 'self-centered']",female,29,Ukraine,2.99,English + Ukraine,Fast,Low
7805,Vanessa Good,+48856797656,PhD,"['gaming', 'reading', 'sports', 'cooking']",Krakow,"['obnoxious', 'accepting', 'selfish', 'dishonest', 'sociable', 'affable', 'charismatic']",female,28,Ukraine,2.34,English + Ukraine,Fast,High
7806,Andrew Ross,+48882985026,Bachelor of Arts,"['sports', 'art', 'reading', 'dancing', 'music']",Lublin,"['adaptable', 'optimistic', 'confident', 'greedy', 'unfriendly', 'creative', 'kind']",male,27,Ukraine,2.87,English + Ukraine,Fast,Low
7807,April Frank,+48987292649,Master of Arts,"['hiking', 'traveling', 'art', 'music', 'sports']",Warsaw,"['broad-minded', 'persistent', 'picky', 'humble', 'affable']",female,22,Poland,4.96,English + Poland,Low,High
7808,Tina Hall,+48918488647,Bachelor of Arts,"['art', 'sports', 'gaming', 'dancing']",Wroclaw,"['boorish', 'unpredictable', 'aggressive', 'reckless', 'finicky']",female,30,Poland,4.34,English + Poland,Low,Low
7809,Dawn Cox,+48246279721,Master of Arts,['cooking'],Wroclaw,"['aggressive', 'bossy', 'malicious', 'selfish']",female,27,Ukraine,1.39,English + Ukraine,Low,High
7810,Melissa Martin,+48423404116,Bachelor of Science,['hiking'],Lublin,"['courageous', 'manipulative', 'exuberant', 'insightful', 'persistent']",female,22,Poland,4.72,English + Poland,Medium,Low
7811,Richard Warren,+48080893368,Bachelor of Arts,"['art', 'traveling']",Szczecin,"['unfriendly', 'broad-minded', 'stingy', 'intelligent', 'arrogant', 'disrespectful']",male,26,Poland,3.63,English + Poland,Fast,Low
7812,Terry Kaiser,+48964300354,Master of Science,"['gaming', 'cooking', 'music', 'sports', 'hiking']",Lublin,['competent'],male,30,Ukraine,4.38,English + Ukraine,Fast,High
7813,Justin Brown,+48760272136,PhD,['hiking'],Poznan,"['manipulative', 'friendly', 'forgetful', 'honest', 'finicky', 'humble', 'congenial']",female,22,Poland,4.61,English + Poland,Fast,High
7814,Dr. Daniel Stewart,+48791084106,Bachelor of Science,"['music', 'traveling', 'gaming', 'reading']",Lublin,"['reckless', 'trustworthy', 'rigid']",female,23,Poland,1.79,English + Poland,Medium,Medium
7815,Sheri Little,+48672299773,Master of Arts,"['reading', 'cooking']",Katowice,"['discreet', 'sarcastic', 'intelligent', 'slovenly', 'jealous']",male,25,Poland,4.82,English + Poland,Medium,Medium
7816,Debra Fry,+48391978422,Bachelor of Arts,['gaming'],Katowice,['manipulative'],female,30,Poland,2.52,English + Poland,Medium,High
7817,Eric Rollins,+48272278190,Master of Science,['hiking'],Szczecin,"['rigid', 'surly', 'disloyal', 'adaptable', 'rude']",male,27,Italy,2.08,English,Fast,Medium
7818,Jacqueline Robinson,+48998396096,Bachelor of Arts,['music'],Gdansk,['surly'],female,26,Poland,2.32,English + Poland,Low,High
7819,Brian Rosales,+48026498488,Bachelor of Science,"['music', 'art', 'traveling']",Gdansk,"['lazy', 'humble', 'callous', 'insightful']",female,30,Ukraine,3.11,English + Ukraine,Low,Medium
7820,John Ramsey,+48000791027,Bachelor of Arts,"['cooking', 'traveling', 'reading', 'dancing']",Lublin,"['courageous', 'cowardly', 'conceited', 'lazy', 'sympathetic']",male,30,Poland,3.15,English + Poland,Fast,High
7821,Frank Rocha,+48913105859,Bachelor of Arts,"['hiking', 'gaming', 'cooking']",Krakow,"['disloyal', 'disrespectful', 'thoughtless']",female,28,Poland,3.51,English + Poland,Fast,Low
7822,Phillip Martinez,+48320518376,Bachelor of Arts,"['sports', 'hiking']",Katowice,"['arrogant', 'disloyal']",female,26,Poland,2.34,English + Poland,Medium,Low
7823,Elizabeth Holmes,+48216476114,Bachelor of Science,"['cooking', 'music']",Krakow,"['honest', 'confident', 'disloyal', 'understanding']",male,22,Ukraine,2.47,English + Ukraine,Low,Medium
7824,Joseph Pruitt,+48082449587,Master of Science,['reading'],Poznan,"['mindful', 'jealous', 'slovenly', 'sociable']",male,27,UK,3.71,English,Medium,High
7825,Elizabeth Perez,+48219277608,Master of Arts,"['cooking', 'sports', 'reading', 'music']",Krakow,['intelligent'],female,24,Poland,4.88,English + Poland,Fast,Low
7826,Jason Wade,+48457297780,Master of Arts,"['sports', 'gaming', 'reading']",Gdansk,"['courageous', 'discreet', 'kind', 'determined']",male,30,Ukraine,4.23,English + Ukraine,Low,High
7827,Tina Richardson,+48993979560,Bachelor of Arts,"['hiking', 'gaming', 'art', 'music', 'sports']",Warsaw,"['driven', 'mindful']",male,22,Poland,4.52,English + Poland,Medium,High
7828,Michael Reed,+48630290505,Master of Science,"['gaming', 'reading']",Wroclaw,"['broad-minded', 'sarcastic', 'exuberant', 'charismatic', 'argumentative']",male,27,Ukraine,3.5,English + Ukraine,Medium,Medium
7829,Ashley Kirk,+48885089586,PhD,['sports'],Lublin,"['mindful', 'understanding', 'rigid']",female,23,Poland,4.87,English + Poland,Low,Low
7830,Laura Anderson,+48374047978,Bachelor of Arts,"['music', 'dancing']",Gdansk,"['conceited', 'trustworthy', 'manipulative', 'forgetful', 'greedy']",female,26,Poland,1.77,English + Poland,Fast,High
7831,James Bruce,+48510584537,Bachelor of Science,"['dancing', 'music', 'reading', 'sports', 'cooking']",Lublin,"['patient', 'selfish', 'reckless', 'bossy', 'lazy', 'determined', 'helpful']",female,28,Poland,3.67,English + Poland,Medium,High
7832,Angela Andrews,+48216511525,Bachelor of Arts,"['music', 'gaming', 'reading', 'art', 'hiking']",Lublin,"['compassionate', 'fair', 'sarcastic', 'manipulative', 'mindful', 'empathic', 'conceited']",male,24,Ukraine,2.44,English + Ukraine,Fast,Low
7833,Felicia Romero,+48891843872,Bachelor of Science,"['music', 'cooking', 'sports', 'art']",Szczecin,"['humble', 'unfriendly', 'courageous', 'broad-minded']",female,28,Poland,2.36,English + Poland,Fast,Low
7834,Todd Garcia,+48252554811,Bachelor of Science,"['gaming', 'reading', 'art', 'hiking', 'cooking']",Szczecin,"['enthusiastic', 'apathetic', 'responsible', 'cowardly']",female,29,Ukraine,2.79,English + Ukraine,Low,Medium
7835,Kathy Sanders,+48243386544,Master of Science,['art'],Katowice,"['charismatic', 'congenial', 'callous', 'reckless', 'empathic', 'sympathetic']",female,26,Poland,3.82,English + Poland,Low,High
7836,Natalie Harris,+48017959805,Bachelor of Science,"['sports', 'cooking']",Warsaw,"['understanding', 'unfriendly', 'gregarious', 'trustworthy', 'uncertain', 'finicky']",female,29,Poland,2.12,English + Poland,Medium,Low
7837,Robert Johnston,+48363049943,Bachelor of Arts,"['sports', 'gaming']",Wroclaw,['reliable'],male,27,Ukraine,4.2,English + Ukraine,Medium,Medium
7838,Scott Malone,+48197662245,PhD,['sports'],Warsaw,"['helpful', 'sarcastic', 'humble', 'indecisive', 'persistent', 'determined', 'manipulative']",female,22,Poland,3.03,English + Poland,Low,Medium
7839,Melvin Campbell,+48375567132,PhD,"['cooking', 'gaming']",Krakow,"['independent', 'aggressive']",female,23,Ukraine,4.32,English + Ukraine,Low,Medium
7840,John Morgan,+48871193264,Bachelor of Science,['art'],Szczecin,['impulsive'],male,22,Poland,3.06,English + Poland,Fast,Low
7841,Christina Mendez,+48600883367,Master of Arts,"['dancing', 'music']",Krakow,"['surly', 'jealous', 'sociable', 'pessimistic']",male,29,Poland,1.83,English + Poland,Fast,High
7842,Patricia Martinez,+48701253239,Master of Arts,"['hiking', 'traveling', 'gaming', 'music', 'reading']",Wroclaw,"['independent', 'intelligent', 'patient']",female,22,Ukraine,2.44,English + Ukraine,Fast,Low
7843,Dawn Alvarez,+48576977729,Master of Science,"['traveling', 'hiking', 'cooking', 'sports', 'dancing']",Katowice,['uncertain'],female,25,Ukraine,1.04,English + Ukraine,Fast,Low
7844,Diane Black,+48425390629,Master of Science,"['sports', 'hiking', 'art', 'music', 'cooking']",Szczecin,"['trustworthy', 'jealous', 'manipulative', 'rude', 'apathetic', 'argumentative']",male,23,France,4.13,English,Medium,Low
7845,Samuel Rodriguez,+48373281445,Bachelor of Science,"['hiking', 'sports', 'traveling', 'cooking', 'gaming']",Wroclaw,"['dishonest', 'driven', 'stingy', 'impulsive', 'unfriendly', 'cowardly']",female,25,Spain,2.0,English,Fast,Low
7846,Joel Jimenez,+48815558213,Bachelor of Arts,"['cooking', 'reading', 'traveling']",Gdansk,['understanding'],male,24,Ukraine,2.53,English + Ukraine,Medium,Low
7847,Joseph Villegas,+48956087414,Master of Science,"['art', 'music', 'reading', 'sports', 'traveling']",Wroclaw,"['exuberant', 'driven', 'thoughtless', 'courageous', 'confident', 'stingy', 'selfish']",male,28,Ukraine,4.73,English + Ukraine,Medium,High
7848,Charles Hernandez,+48455966692,PhD,"['hiking', 'dancing', 'cooking', 'art']",Poznan,"['apathetic', 'empathic', 'picky', 'trustworthy', 'driven', 'loyal']",female,30,Poland,1.67,English + Poland,Low,Low
7849,Jason Wright,+48046396441,Bachelor of Arts,['music'],Krakow,"['picky', 'rude', 'boorish', 'surly', 'gregarious', 'helpful', 'arrogant']",female,28,Ukraine,3.9,English + Ukraine,Fast,High
7850,Dustin White,+48171169477,Bachelor of Arts,"['hiking', 'art', 'traveling', 'dancing', 'sports']",Lublin,"['malicious', 'charismatic', 'compassionate', 'disloyal', 'forgetful']",male,25,Poland,2.87,English + Poland,Medium,High
7851,Brandon Miller,+48721356302,Master of Science,"['art', 'music']",Katowice,"['conceited', 'aggressive', 'boorish', 'unfriendly', 'precise', 'lazy', 'unpredictable']",male,24,Poland,4.46,English + Poland,Fast,High
7852,Maria Williams,+48102237855,Master of Arts,['hiking'],Katowice,"['forgetful', 'boorish']",male,28,Poland,1.24,English + Poland,Fast,Medium
7853,Gregory Zamora,+48524952277,PhD,"['hiking', 'cooking', 'sports', 'art', 'reading']",Krakow,"['impulsive', 'courageous', 'thoughtless']",male,26,Poland,4.24,English + Poland,Fast,Low
7854,Claire Hooper,+48181874159,Master of Arts,"['dancing', 'traveling', 'reading', 'art']",Lublin,"['cowardly', 'selfish', 'intelligent', 'exuberant', 'sarcastic']",male,22,Poland,1.21,English + Poland,Medium,Low
7855,Elijah Olsen,+48773569266,PhD,"['art', 'dancing', 'reading', 'gaming', 'traveling']",Szczecin,"['lazy', 'dishonest', 'sociable', 'patient']",male,25,Germany,3.38,English,Medium,Low
7856,Richard Harvey,+48271467505,Master of Arts,"['cooking', 'hiking', 'music']",Lublin,"['impulsive', 'congenial']",female,22,Poland,2.44,English + Poland,Medium,Medium
7857,Tyler Evans,+48450015119,Master of Science,"['music', 'reading', 'hiking']",Gdansk,['reliable'],male,22,Poland,3.55,English + Poland,Fast,High
7858,Donna Ortiz,+48788234701,Bachelor of Science,"['cooking', 'gaming']",Lublin,['patient'],male,25,Poland,4.26,English + Poland,Medium,High
7859,Hunter York,+48744094498,Master of Arts,"['music', 'hiking', 'traveling', 'cooking']",Lublin,"['accepting', 'aggressive', 'affable', 'slovenly']",female,22,Poland,2.18,English + Poland,Fast,Low
7860,Scott Mckay,+48590896239,PhD,"['dancing', 'sports', 'traveling', 'reading', 'art']",Krakow,"['rude', 'pessimistic', 'disrespectful']",male,28,Ukraine,2.97,English + Ukraine,Medium,High
7861,Kenneth Garcia,+48757652008,PhD,"['cooking', 'reading', 'sports', 'gaming']",Szczecin,"['indecisive', 'persistent', 'enthusiastic', 'empathic', 'conceited']",male,27,Ukraine,1.31,English + Ukraine,Medium,Medium
7862,Michael Smith,+48572927687,Bachelor of Arts,"['music', 'reading', 'gaming', 'sports', 'dancing']",Poznan,"['vulgar', 'pessimistic', 'patient', 'indecisive', 'aggressive']",female,30,Poland,3.23,English + Poland,Fast,Low
